path_id,time,asset_id,value
3,0.13,1,54.7835
3,0.13,2,72.9985
3,0.14,0,100.741
3,0.14,1,55.4943
3,0.14,2,72.7521
3,0.15,0,103.062
3,0.15,1,55.8291
3,0.15,2,73.9358
3,0.16,0,101.943
3,0.16,1,55.3287
3,0.16,2,74.5067
3,0.17,0,102.214
3,0.17,1,57.3291
3,0.17,2,73.405
3,0.18,0,103.97
3,0.18,1,59.1812
3,0.18,2,72.5506
3,0.19,0,104.528
3,0.19,1,60.107
3,0.19,2,73.8656
3,0.2,0,103.862
3,0.2,1,58.016
3,0.2,2,73.342
3,0.21,0,105.7
3,0.21,1,60.231
3,0.21,2,72.8007
3,0.22,0,106.501
3,0.22,1,63.2917
3,0.22,2,72.506
3,0.23,0,103.026
3,0.23,1,65.9062
3,0.23,2,70.451
3,0.24,0,102.214
3,0.24,1,61.2961
3,0.24,2,73.08
3,0.25,0,101.74
3,0.25,1,61.9273
3,0.25,2,74.2073
3,0.26,0,105.125
3,0.26,1,60.9569
3,0.26,2,75.7579
3,0.27,0,104.201
3,0.27,1,59.6722
3,0.27,2,77.1101
3,0.28,0,101.488
3,0.28,1,61.5795
3,0.28,2,74.3238
3,0.29,0,100.758
3,0.29,1,64.4134
3,0.29,2,73.1798
3,0.3,0,101.47
3,0.3,1,66.9155
3,0.3,2,73.483
3,0.31,0,102.473
3,0.31,1,67.8884
3,0.31,2,73.8931
3,0.32,0,101.252
3,0.32,1,65.7025
3,0.32,2,74.4004
3,0.33,0,100.527
3,0.33,1,65.3535
3,0.33,2,73.2388
3,0.34,0,99.3516
3,0.34,1,63.4831
3,0.34,2,73.5822
3,0.35,0,101.538
3,0.35,1,63.7806
3,0.35,2,73.1483
3,0.36,0,102.872
3,0.36,1,64.6564
3,0.36,2,73.5753
3,0.37,0,105.769
3,0.37,1,68.9082
3,0.37,2,73.8565
3,0.38,0,102.578
3,0.38,1,68.3794
3,0.38,2,74.4637
3,0.39,0,107.58
3,0.39,1,70.3136
3,0.39,2,77.1059
3,0.4,0,109.035
3,0.4,1,71.9048
3,0.4,2,78.3825
3,0.41,0,109.037
3,0.41,1,70.8533
3,0.41,2,77.4812
3,0.42,0,108.608
3,0.42,1,73.5594
3,0.42,2,77.2646
3,0.43,0,113.362
3,0.43,1,75.4355
3,0.43,2,79.0049
3,0.44,0,109.887
3,0.44,1,73.3335
3,0.44,2,80.4827
3,0.45,0,112.234
3,0.45,1,74.1848
3,0.45,2,78.7788
3,0.46,0,113.426
3,0.46,1,74.781
3,0.46,2,78.0682
3,0.47,0,112.407
3,0.47,1,71.6478
3,0.47,2,78.3468
3,0.48,0,109.44
3,0.48,1,70.9148
3,0.48,2,77.5215
3,0.49,0,110.595
3,0.49,1,71.3373
3,0.49,2,78.7473
3,0.5,0,111.499
3,0.5,1,73.2284
3,0.5,2,79.3343
3,0.51,0,112.329
3,0.51,1,79.5757
3,0.51,2,78.1581
3,0.52,0,118.212
3,0.52,1,81.9636
3,0.52,2,78.9078
3,0.53,0,122.15
3,0.53,1,87.261
3,0.53,2,79.6538
3,0.54,0,123.676
3,0.54,1,84.6047
3,0.54,2,79.3571
3,0.55,0,123.425
3,0.55,1,87.251
3,0.55,2,77.9277
3,0.56,0,125.336
3,0.56,1,84.8095
3,0.56,2,80.6316
3,0.57,0,129.019
3,0.57,1,83.6617
3,0.57,2,82.1748
3,0.58,0,122.349
3,0.58,1,78.8538
3,0.58,2,81.8607
3,0.59,0,120.336
3,0.59,1,77.5049
